Id,Predicted
290,neutral
291,surprise
292,non-neutral
293,anger
294,joy
295,joy
296,neutral
297,anger
298,joy
299,neutral
300,neutral
301,non-neutral
302,neutral
303,neutral
304,neutral
305,non-neutral
306,non-neutral
307,neutral
308,anger
309,neutral
310,joy
311,non-neutral
312,neutral
313,surprise
314,anger
315,neutral
316,sadness
317,neutral
318,neutral
319,neutral
320,neutral
321,non-neutral
322,non-neutral
323,joy
324,non-neutral
325,neutral
326,non-neutral
327,neutral
328,joy
329,neutral
330,non-neutral
331,neutral
332,joy
333,surprise
334,non-neutral
335,neutral
336,joy
337,neutral
338,neutral
339,non-neutral
340,surprise
341,neutral
342,surprise
343,neutral
344,non-neutral
345,neutral
346,non-neutral
347,neutral
348,neutral
349,non-neutral
350,non-neutral
351,joy
352,joy
353,anger
354,neutral
355,neutral
356,non-neutral
357,anger
358,neutral
359,neutral
360,non-neutral
361,neutral
362,joy
363,joy
364,non-neutral
365,neutral
366,joy
367,surprise
368,surprise
369,neutral
370,non-neutral
371,non-neutral
372,joy
373,sadness
374,neutral
375,non-neutral
376,anger
377,neutral
378,neutral
379,joy
380,joy
381,neutral
382,joy
383,non-neutral
384,anger
385,non-neutral
386,anger
387,neutral
388,non-neutral
389,neutral
390,non-neutral
391,surprise
392,non-neutral
393,neutral
394,surprise
395,surprise
396,surprise
397,surprise
398,neutral
399,neutral
400,neutral
401,neutral
402,surprise
403,neutral
404,neutral
405,neutral
406,joy
407,surprise
408,neutral
409,neutral
410,surprise
411,neutral
412,neutral
413,neutral
414,surprise
415,non-neutral
416,non-neutral
417,neutral
418,neutral
419,neutral
420,neutral
421,neutral
422,surprise
423,neutral
424,neutral
425,joy
426,joy
427,neutral
428,neutral
429,neutral
430,non-neutral
431,neutral
432,non-neutral
433,non-neutral
434,non-neutral
435,non-neutral
436,surprise
437,anger
438,neutral
439,neutral
440,non-neutral
441,non-neutral
442,non-neutral
443,neutral
444,anger
445,neutral
446,non-neutral
447,neutral
448,surprise
449,neutral
450,neutral
451,neutral
452,neutral
453,anger
454,neutral
455,non-neutral
456,neutral
457,neutral
458,neutral
459,non-neutral
460,joy
461,neutral
462,non-neutral
463,joy
464,neutral
465,neutral
466,joy
467,joy
468,neutral
469,neutral
470,neutral
471,joy
472,non-neutral
473,neutral
474,neutral
475,neutral
476,non-neutral
477,neutral
478,neutral
479,non-neutral
480,neutral
481,neutral
482,neutral
483,non-neutral
484,surprise
485,non-neutral
486,neutral
487,neutral
488,neutral
489,non-neutral
490,surprise
491,joy
492,neutral
493,neutral
494,neutral
495,neutral
496,neutral
497,anger
498,joy
499,neutral
500,neutral
501,neutral
502,surprise
503,neutral
504,neutral
505,non-neutral
506,joy
507,anger
508,neutral
509,non-neutral
510,anger
511,non-neutral
512,joy
513,neutral
514,neutral
515,surprise
516,neutral
517,neutral
518,neutral
519,neutral
520,neutral
521,neutral
522,neutral
523,neutral
524,neutral
525,neutral
526,anger
527,neutral
528,neutral
529,non-neutral
530,joy
531,surprise
532,joy
533,neutral
534,joy
535,surprise
536,neutral
537,joy
538,non-neutral
539,neutral
540,surprise
541,neutral
542,joy
543,surprise
544,neutral
545,neutral
546,neutral
547,non-neutral
548,joy
549,surprise
550,non-neutral
551,non-neutral
552,non-neutral
553,neutral
554,neutral
555,neutral
556,surprise
557,surprise
558,neutral
559,neutral
560,neutral
561,neutral
562,non-neutral
563,neutral
564,surprise
565,neutral
566,non-neutral
567,neutral
568,neutral
569,neutral
570,non-neutral
571,non-neutral
572,surprise
573,neutral
574,surprise
575,joy
576,neutral
577,neutral
578,neutral
579,neutral
580,neutral
581,neutral
582,surprise
583,neutral
584,anger
585,non-neutral
586,neutral
587,neutral
588,neutral
589,non-neutral
590,neutral
591,non-neutral
592,joy
593,surprise
594,neutral
595,joy
596,surprise
597,neutral
598,non-neutral
599,anger
600,neutral
601,neutral
602,neutral
603,non-neutral
604,surprise
605,non-neutral
606,non-neutral
607,neutral
608,joy
609,neutral
610,joy
611,neutral
612,non-neutral
613,neutral
614,neutral
615,neutral
616,neutral
617,joy
618,surprise
619,non-neutral
620,neutral
621,neutral
622,neutral
623,non-neutral
624,non-neutral
625,neutral
626,surprise
627,joy
628,neutral
629,neutral
630,joy
631,neutral
632,neutral
633,neutral
634,neutral
635,non-neutral
636,neutral
637,joy
638,neutral
639,non-neutral
640,joy
641,neutral
642,neutral
643,neutral
644,joy
645,neutral
646,joy
647,neutral
648,surprise
649,non-neutral
650,joy
651,non-neutral
652,non-neutral
653,neutral
654,non-neutral
655,neutral
656,joy
657,non-neutral
658,neutral
659,neutral
660,neutral
661,joy
662,neutral
663,non-neutral
664,neutral
665,non-neutral
666,neutral
667,surprise
668,joy
669,non-neutral
670,neutral
671,neutral
672,neutral
673,neutral
674,joy
675,neutral
676,neutral
677,non-neutral
678,neutral
679,neutral
680,joy
681,neutral
682,anger
683,non-neutral
684,neutral
685,neutral
686,neutral
687,joy
688,neutral
689,neutral
690,joy
691,neutral
692,neutral
693,neutral
694,neutral
695,anger
696,non-neutral
697,joy
698,non-neutral
699,non-neutral
700,neutral
701,surprise
702,non-neutral
703,non-neutral
704,surprise
705,neutral
706,joy
707,neutral
708,joy
709,neutral
710,joy
711,joy
712,non-neutral
713,neutral
714,joy
715,non-neutral
716,joy
717,surprise
718,neutral
719,surprise
720,surprise
721,neutral
722,sadness
723,surprise
724,neutral
725,sadness
726,neutral
727,non-neutral
728,surprise
729,non-neutral
730,neutral
731,surprise
732,non-neutral
733,non-neutral
734,joy
735,surprise
736,neutral
737,anger
738,neutral
739,neutral
740,non-neutral
741,non-neutral
742,neutral
743,non-neutral
744,joy
745,non-neutral
746,neutral
747,joy
748,surprise
749,surprise
750,non-neutral
751,neutral
752,neutral
753,neutral
754,joy
755,neutral
756,neutral
757,joy
758,joy
759,surprise
760,neutral
761,anger
762,surprise
763,neutral
764,neutral
765,neutral
766,joy
767,neutral
768,neutral
769,neutral
770,neutral
771,neutral
772,neutral
773,neutral
774,neutral
775,non-neutral
776,joy
777,neutral
778,neutral
779,joy
780,joy
781,non-neutral
782,surprise
783,neutral
784,surprise
785,neutral
786,non-neutral
787,anger
788,neutral
789,non-neutral
790,neutral
791,neutral
792,non-neutral
793,surprise
794,non-neutral
795,joy
796,neutral
797,neutral
798,neutral
799,non-neutral
800,surprise
801,neutral
802,surprise
803,neutral
804,neutral
805,sadness
806,joy
807,neutral
808,neutral
809,surprise
810,non-neutral
811,neutral
812,non-neutral
813,non-neutral
814,neutral
815,surprise
816,non-neutral
817,joy
818,surprise
819,neutral
820,non-neutral
821,non-neutral
822,neutral
823,neutral
824,neutral
825,joy
826,sadness
827,neutral
828,neutral
829,joy
830,neutral
831,non-neutral
832,neutral
833,neutral
834,joy
835,non-neutral
836,non-neutral
837,neutral
838,non-neutral
839,anger
840,neutral
841,joy
842,neutral
843,joy
844,neutral
845,anger
846,neutral
847,joy
848,neutral
849,surprise
850,neutral
851,neutral
852,neutral
853,neutral
854,neutral
855,non-neutral
856,sadness
857,joy
858,neutral
859,neutral
860,neutral
861,neutral
862,neutral
863,neutral
864,non-neutral
865,sadness
866,neutral
867,surprise
868,joy
869,neutral
870,neutral
871,neutral
872,neutral
873,joy
874,non-neutral
875,non-neutral
876,neutral
877,neutral
878,neutral
879,surprise
880,neutral
881,anger
882,neutral
883,neutral
884,non-neutral
885,surprise
886,surprise
887,non-neutral
888,neutral
889,neutral
890,sadness
891,non-neutral
892,non-neutral
893,non-neutral
894,non-neutral
895,non-neutral
896,joy
897,neutral
898,joy
899,joy
900,neutral
901,neutral
902,non-neutral
903,joy
904,joy
905,joy
906,joy
907,neutral
908,neutral
909,neutral
910,joy
911,neutral
912,non-neutral
913,neutral
914,non-neutral
915,non-neutral
916,non-neutral
917,surprise
918,neutral
919,joy
920,neutral
921,sadness
922,neutral
923,neutral
924,neutral
925,neutral
926,neutral
927,joy
928,neutral
929,joy
930,neutral
931,joy
932,neutral
933,neutral
934,joy
935,neutral
936,neutral
937,non-neutral
938,non-neutral
939,neutral
940,surprise
941,non-neutral
942,surprise
943,sadness
944,non-neutral
945,non-neutral
946,neutral
947,surprise
948,neutral
949,neutral
950,neutral
951,neutral
952,joy
953,joy
954,neutral
955,joy
956,surprise
957,sadness
958,neutral
959,joy
960,non-neutral
961,neutral
962,neutral
963,joy
964,surprise
965,neutral
966,joy
967,joy
968,neutral
969,non-neutral
970,anger
971,neutral
972,sadness
973,neutral
974,surprise
975,surprise
976,neutral
977,surprise
978,non-neutral
979,neutral
980,surprise
981,neutral
982,joy
983,neutral
984,non-neutral
985,surprise
986,neutral
987,neutral
988,surprise
989,joy
990,surprise
991,joy
992,surprise
993,neutral
994,joy
995,sadness
996,non-neutral
997,non-neutral
998,non-neutral
999,joy
1000,neutral
1001,non-neutral
1002,neutral
1003,surprise
1004,surprise
1005,non-neutral
1006,joy
1007,neutral
1008,neutral
1009,joy
1010,non-neutral
1011,non-neutral
1012,neutral
1013,anger
1014,neutral
1015,neutral
1016,neutral
1017,neutral
1018,surprise
1019,neutral
1020,neutral
1021,non-neutral
1022,surprise
1023,joy
1024,neutral
1025,neutral
1026,non-neutral
1027,joy
1028,neutral
1029,neutral
1030,neutral
1031,surprise
1032,neutral
1033,non-neutral
1034,non-neutral
1035,neutral
1036,non-neutral
1037,neutral
1038,non-neutral
1039,surprise
1040,neutral
1041,non-neutral
1042,non-neutral
1043,surprise
1044,neutral
1045,non-neutral
1046,anger
1047,neutral
1048,neutral
1049,non-neutral
1050,joy
1051,neutral
1052,surprise
1053,anger
1054,anger
1055,neutral
1056,joy
1057,non-neutral
1058,neutral
1059,non-neutral
1060,non-neutral
1061,non-neutral
1062,non-neutral
1063,neutral
1064,joy
1065,neutral
1066,neutral
1067,neutral
1068,non-neutral
1069,neutral
1070,non-neutral
1071,non-neutral
1072,non-neutral
1073,neutral
1074,non-neutral
1075,non-neutral
1076,neutral
1077,neutral
1078,neutral
1079,neutral
1080,non-neutral
1081,neutral
1082,neutral
1083,joy
1084,non-neutral
1085,neutral
1086,sadness
1087,neutral
1088,anger
1089,neutral
1090,neutral
1091,joy
1092,non-neutral
1093,surprise
1094,surprise
1095,non-neutral
1096,neutral
1097,joy
1098,non-neutral
1099,non-neutral
1100,joy
1101,neutral
1102,non-neutral
1103,joy
1104,neutral
1105,anger
1106,surprise
1107,anger
1108,surprise
1109,neutral
1110,neutral
1111,neutral
1112,non-neutral
1113,neutral
1114,non-neutral
1115,neutral
1116,joy
1117,neutral
1118,joy
1119,neutral
1120,neutral
1121,neutral
1122,neutral
1123,non-neutral
1124,non-neutral
1125,non-neutral
1126,surprise
1127,joy
1128,surprise
1129,neutral
1130,neutral
1131,neutral
1132,neutral
1133,neutral
1134,neutral
1135,neutral
1136,neutral
1137,neutral
1138,non-neutral
1139,neutral
1140,surprise
1141,neutral
1142,non-neutral
1143,neutral
1144,non-neutral
1145,non-neutral
1146,surprise
1147,neutral
1148,neutral
1149,neutral
1150,neutral
1151,surprise
1152,neutral
1153,surprise
1154,neutral
1155,non-neutral
1156,joy
1157,neutral
1158,neutral
1159,neutral
1160,neutral
1161,anger
1162,neutral
1163,neutral
1164,neutral
1165,non-neutral
1166,surprise
1167,neutral
1168,surprise
1169,non-neutral
1170,neutral
1171,neutral
1172,neutral
1173,surprise
1174,neutral
1175,non-neutral
1176,neutral
1177,non-neutral
1178,neutral
1179,neutral
1180,non-neutral
1181,neutral
1182,neutral
1183,joy
1184,joy
1185,non-neutral
1186,neutral
1187,joy
1188,neutral
1189,non-neutral
1190,joy
1191,neutral
1192,neutral
1193,surprise
1194,non-neutral
1195,neutral
1196,joy
1197,neutral
1198,neutral
1199,neutral
1200,surprise
1201,sadness
1202,neutral
1203,sadness
1204,neutral
1205,non-neutral
1206,surprise
1207,non-neutral
1208,non-neutral
1209,surprise
1210,joy
1211,neutral
1212,joy
1213,neutral
1214,surprise
1215,neutral
1216,joy
1217,non-neutral
1218,non-neutral
1219,non-neutral
1220,surprise
1221,neutral
1222,anger
1223,neutral
1224,neutral
1225,surprise
1226,non-neutral
1227,non-neutral
1228,neutral
1229,neutral
1230,neutral
1231,joy
1232,surprise
1233,neutral
1234,non-neutral
1235,neutral
1236,neutral
1237,neutral
1238,non-neutral
1239,neutral
1240,neutral
1241,neutral
1242,surprise
1243,non-neutral
1244,anger
1245,neutral
1246,neutral
1247,non-neutral
1248,joy
1249,non-neutral
1250,neutral
1251,sadness
1252,neutral
1253,neutral
1254,neutral
1255,neutral
1256,neutral
1257,neutral
1258,joy
1259,surprise
1260,neutral
1261,joy
1262,neutral
1263,surprise
1264,neutral
1265,non-neutral
1266,neutral
1267,surprise
1268,non-neutral
1269,neutral
1270,neutral
1271,non-neutral
1272,non-neutral
1273,joy
1274,neutral
1275,neutral
1276,neutral
1277,neutral
1278,non-neutral
1279,neutral
1280,non-neutral
1281,non-neutral
1282,non-neutral
1283,surprise
1284,surprise
1285,neutral
1286,neutral
1287,neutral
1288,non-neutral
1289,neutral
1290,joy
1291,sadness
1292,neutral
1293,neutral
1294,non-neutral
1295,non-neutral
1296,neutral
1297,non-neutral
1298,sadness
1299,joy
1300,neutral
1301,neutral
1302,neutral
1303,neutral
1304,neutral
1305,neutral
1306,neutral
1307,neutral
1308,surprise
1309,surprise
1310,surprise
1311,surprise
1312,neutral
1313,surprise
1314,neutral
1315,neutral
1316,non-neutral
1317,non-neutral
1318,neutral
1319,neutral
1320,sadness
1321,neutral
1322,neutral
1323,surprise
1324,non-neutral
1325,neutral
1326,non-neutral
1327,non-neutral
1328,neutral
1329,non-neutral
1330,joy
1331,neutral
1332,surprise
1333,joy
1334,neutral
1335,joy
1336,non-neutral
1337,neutral
1338,neutral
1339,surprise
1340,non-neutral
1341,non-neutral
1342,neutral
1343,neutral
1344,neutral
1345,neutral
1346,joy
1347,non-neutral
1348,neutral
1349,surprise
1350,neutral
1351,joy
1352,neutral
1353,neutral
1354,neutral
1355,neutral
1356,anger
1357,neutral
1358,neutral
1359,surprise
1360,neutral
1361,neutral
1362,non-neutral
1363,non-neutral
1364,joy
1365,sadness
1366,neutral
1367,neutral
1368,joy
1369,neutral
1370,non-neutral
1371,neutral
1372,neutral
1373,non-neutral
1374,non-neutral
1375,neutral
1376,neutral
1377,anger
1378,neutral
1379,neutral
1380,non-neutral
1381,non-neutral
1382,neutral
1383,joy
1384,neutral
1385,neutral
1386,non-neutral
1387,anger
1388,surprise
1389,joy
1390,neutral
1391,neutral
1392,surprise
1393,anger
1394,non-neutral
1395,joy
1396,non-neutral
1397,non-neutral
1398,neutral
1399,neutral
1400,neutral
1401,joy
1402,surprise
1403,joy
1404,non-neutral
1405,neutral
1406,non-neutral
1407,neutral
1408,non-neutral
1409,neutral
1410,neutral
1411,neutral
1412,non-neutral
1413,non-neutral
1414,surprise
1415,non-neutral
1416,neutral
1417,anger
1418,anger
1419,neutral
1420,neutral
1421,neutral
1422,non-neutral
1423,joy
1424,non-neutral
1425,neutral
1426,neutral
1427,neutral
1428,neutral
1429,neutral
1430,neutral
1431,non-neutral
1432,non-neutral
1433,neutral
1434,joy
1435,anger
1436,surprise
1437,neutral
1438,neutral
1439,neutral
1440,neutral
1441,non-neutral
1442,non-neutral
1443,neutral
1444,non-neutral
1445,neutral
1446,surprise
1447,neutral
1448,neutral
1449,neutral
1450,neutral
1451,non-neutral
1452,anger
1453,sadness
1454,neutral
1455,neutral
1456,neutral
1457,neutral
1458,neutral
1459,joy
1460,neutral
1461,neutral
1462,non-neutral
1463,non-neutral
1464,non-neutral
1465,non-neutral
1466,anger
1467,neutral
1468,neutral
1469,neutral
1470,neutral
1471,joy
1472,anger
1473,non-neutral
1474,neutral
1475,neutral
1476,neutral
1477,neutral
1478,neutral
1479,neutral
1480,neutral
1481,neutral
1482,neutral
1483,non-neutral
1484,neutral
1485,neutral
1486,neutral
1487,neutral
1488,surprise
1489,neutral
1490,neutral
1491,neutral
1492,non-neutral
1493,surprise
1494,non-neutral
1495,joy
1496,joy
1497,neutral
1498,joy
1499,neutral
1500,neutral
1501,neutral
1502,neutral
1503,joy
1504,neutral
1505,neutral
1506,surprise
1507,neutral
1508,neutral
1509,neutral
1510,neutral
1511,neutral
1512,non-neutral
1513,non-neutral
1514,neutral
1515,neutral
1516,neutral
1517,neutral
1518,anger
1519,neutral
1520,joy
1521,neutral
1522,neutral
1523,neutral
1524,sadness
1525,neutral
1526,anger
1527,non-neutral
1528,surprise
1529,neutral
1530,neutral
1531,neutral
1532,non-neutral
1533,neutral
1534,non-neutral
1535,neutral
1536,neutral
1537,non-neutral
1538,neutral
1539,surprise
1540,neutral
1541,joy
1542,neutral
1543,neutral
1544,neutral
1545,neutral
1546,neutral
1547,neutral
1548,non-neutral
1549,sadness
1550,neutral
1551,non-neutral
1552,neutral
1553,sadness
1554,neutral
1555,neutral
1556,non-neutral
1557,joy
1558,neutral
1559,neutral
1560,neutral
1561,surprise
1562,joy
1563,non-neutral
1564,neutral
1565,neutral
1566,non-neutral
1567,neutral
1568,neutral
1569,surprise
1570,neutral
1571,neutral
1572,non-neutral
1573,non-neutral
1574,neutral
1575,non-neutral
1576,joy
1577,non-neutral
1578,neutral
1579,neutral
1580,non-neutral
1581,neutral
1582,neutral
1583,anger
1584,non-neutral
1585,neutral
1586,neutral
1587,neutral
1588,neutral
1589,neutral
1590,sadness
1591,neutral
1592,neutral
1593,surprise
1594,neutral
1595,joy
1596,non-neutral
1597,non-neutral
1598,non-neutral
1599,non-neutral
1600,neutral
1601,neutral
1602,non-neutral
1603,neutral
1604,surprise
1605,neutral
1606,neutral
1607,sadness
1608,neutral
1609,sadness
1610,neutral
1611,neutral
1612,sadness
1613,neutral
1614,neutral
1615,joy
1616,neutral
1617,surprise
1618,surprise
1619,neutral
1620,neutral
1621,neutral
1622,non-neutral
1623,neutral
1624,joy
1625,surprise
1626,joy
1627,surprise
1628,neutral
1629,surprise
1630,joy
1631,joy
1632,joy
1633,joy
1634,neutral
1635,neutral
1636,non-neutral
1637,joy
1638,neutral
1639,surprise
1640,joy
1641,joy
1642,surprise
1643,neutral
1644,neutral
1645,neutral
1646,neutral
1647,non-neutral
1648,joy
1649,non-neutral
1650,neutral
1651,non-neutral
1652,neutral
1653,non-neutral
1654,non-neutral
1655,non-neutral
1656,non-neutral
1657,neutral
1658,neutral
1659,surprise
1660,anger
1661,neutral
1662,non-neutral
1663,neutral
1664,non-neutral
1665,neutral
1666,surprise
1667,non-neutral
1668,non-neutral
1669,neutral
1670,neutral
1671,neutral
1672,neutral
1673,neutral
1674,non-neutral
1675,neutral
1676,neutral
1677,neutral
1678,joy
1679,neutral
1680,neutral
1681,neutral
1682,non-neutral
1683,sadness
1684,neutral
1685,non-neutral
1686,neutral
1687,surprise
1688,neutral
1689,neutral
1690,non-neutral
1691,non-neutral
1692,neutral
1693,non-neutral
1694,neutral
1695,neutral
1696,neutral
1697,neutral
1698,neutral
1699,joy
1700,anger
1701,neutral
1702,sadness
1703,non-neutral
1704,joy
1705,surprise
1706,surprise
1707,neutral
1708,non-neutral
1709,surprise
1710,neutral
1711,joy
1712,neutral
1713,joy
1714,surprise
1715,non-neutral
1716,surprise
1717,non-neutral
1718,non-neutral
1719,joy
1720,non-neutral
1721,neutral
1722,neutral
1723,surprise
1724,joy
1725,neutral
1726,neutral
1727,neutral
1728,joy
1729,surprise
1730,neutral
1731,non-neutral
1732,neutral
1733,sadness
1734,surprise
1735,non-neutral
1736,neutral
1737,neutral
1738,surprise
1739,non-neutral
1740,neutral
1741,neutral
1742,neutral
1743,surprise
1744,neutral
1745,joy
1746,non-neutral
1747,neutral
1748,non-neutral
1749,sadness
1750,surprise
1751,neutral
1752,neutral
1753,neutral
1754,surprise
1755,neutral
1756,anger
1757,joy
1758,neutral
1759,neutral
1760,surprise
1761,sadness
1762,surprise
1763,neutral
1764,neutral
1765,neutral
1766,non-neutral
1767,neutral
1768,neutral
1769,non-neutral
1770,non-neutral
1771,anger
1772,neutral
1773,neutral
1774,joy
1775,neutral
1776,surprise
1777,joy
1778,sadness
1779,neutral
1780,non-neutral
1781,neutral
1782,joy
1783,neutral
1784,non-neutral
1785,neutral
1786,non-neutral
1787,non-neutral
1788,neutral
1789,neutral
1790,non-neutral
1791,non-neutral
1792,neutral
1793,neutral
1794,neutral
1795,non-neutral
1796,neutral
1797,neutral
1798,neutral
1799,joy
1800,non-neutral
1801,non-neutral
1802,neutral
1803,surprise
1804,non-neutral
1805,non-neutral
1806,non-neutral
1807,surprise
1808,non-neutral
1809,neutral
1810,neutral
1811,non-neutral
1812,surprise
1813,joy
1814,joy
1815,joy
1816,neutral
1817,anger
1818,anger
1819,neutral
1820,neutral
1821,neutral
1822,neutral
1823,neutral
1824,non-neutral
1825,neutral
1826,surprise
1827,non-neutral
1828,neutral
1829,neutral
1830,neutral
1831,neutral
1832,neutral
1833,sadness
1834,surprise
1835,surprise
1836,neutral
1837,neutral
1838,neutral
1839,neutral
1840,neutral
1841,joy
1842,neutral
1843,non-neutral
1844,neutral
1845,neutral
1846,non-neutral
1847,neutral
1848,neutral
1849,neutral
1850,non-neutral
1851,neutral
1852,neutral
1853,neutral
1854,non-neutral
1855,neutral
1856,non-neutral
1857,neutral
1858,non-neutral
1859,neutral
1860,neutral
1861,non-neutral
1862,neutral
1863,neutral
1864,neutral
1865,neutral
1866,neutral
1867,sadness
1868,non-neutral
1869,neutral
1870,neutral
1871,anger
1872,neutral
1873,non-neutral
1874,neutral
1875,neutral
1876,neutral
1877,neutral
1878,joy
1879,neutral
1880,neutral
1881,non-neutral
1882,neutral
1883,surprise
1884,neutral
1885,neutral
1886,neutral
1887,non-neutral
1888,neutral
1889,non-neutral
1890,non-neutral
1891,anger
1892,non-neutral
1893,neutral
1894,neutral
1895,neutral
1896,neutral
1897,neutral
1898,non-neutral
1899,non-neutral
1900,joy
1901,neutral
1902,non-neutral
1903,neutral
1904,neutral
1905,non-neutral
1906,surprise
1907,non-neutral
1908,neutral
1909,neutral
1910,neutral
1911,neutral
1912,neutral
1913,neutral
1914,non-neutral
1915,non-neutral
1916,non-neutral
1917,surprise
1918,neutral
1919,non-neutral
1920,neutral
1921,neutral
1922,neutral
1923,anger
1924,joy
1925,joy
1926,non-neutral
1927,neutral
1928,non-neutral
1929,surprise
1930,neutral
1931,neutral
1932,neutral
1933,neutral
1934,joy
1935,anger
1936,non-neutral
1937,anger
1938,non-neutral
1939,joy
1940,surprise
1941,joy
1942,neutral
1943,surprise
1944,neutral
1945,joy
1946,surprise
1947,neutral
1948,non-neutral
1949,joy
1950,non-neutral
1951,sadness
1952,non-neutral
1953,joy
1954,surprise
1955,non-neutral
1956,joy
1957,non-neutral
1958,non-neutral
1959,neutral
1960,joy
1961,neutral
1962,non-neutral
1963,neutral
1964,neutral
1965,neutral
1966,joy
1967,neutral
1968,neutral
1969,neutral
1970,neutral
1971,neutral
1972,neutral
1973,non-neutral
1974,neutral
1975,neutral
1976,anger
1977,non-neutral
1978,non-neutral
1979,joy
1980,non-neutral
1981,neutral
1982,sadness
1983,neutral
1984,neutral
1985,non-neutral
1986,neutral
1987,neutral
1988,non-neutral
1989,non-neutral
1990,surprise
1991,neutral
1992,non-neutral
1993,non-neutral
1994,joy
1995,surprise
1996,joy
1997,joy
1998,neutral
1999,non-neutral
2000,joy
2001,neutral
2002,anger
2003,non-neutral
2004,neutral
2005,non-neutral
2006,joy
2007,non-neutral
2008,surprise
2009,neutral
2010,neutral
2011,neutral
2012,neutral
2013,neutral
2014,neutral
2015,non-neutral
2016,neutral
2017,neutral
2018,neutral
2019,neutral
2020,sadness
2021,neutral
2022,neutral
2023,neutral
2024,neutral
2025,joy
2026,neutral
2027,neutral
2028,neutral
2029,non-neutral
2030,non-neutral
2031,joy
2032,surprise
2033,joy
2034,surprise
2035,joy
2036,non-neutral
2037,neutral
2038,surprise
2039,surprise
2040,joy
2041,joy
2042,non-neutral
2043,surprise
2044,joy
2045,neutral
2046,neutral
2047,non-neutral
2048,non-neutral
2049,non-neutral
2050,surprise
2051,neutral
2052,non-neutral
2053,neutral
2054,neutral
2055,neutral
2056,neutral
2057,non-neutral
2058,anger
2059,neutral
2060,neutral
2061,neutral
2062,non-neutral
2063,neutral
